职位名称,地区,薪水,标签,能力要求,公司名字,福利待遇,详情链接,最低薪水,最高薪水,平均薪水,经验要求,学历要求,城市,福利个数
技术总监,杭州·滨江区·长河,50-70K·15薪,"10年以上, 本科","CTO, 架构师, 技术总监",杭州博心信息科技...,五险一金，加班补助，年终奖，餐补，零食下午茶,https://www.zhipin.com/job_detail/43486fede119fec63nZ-3tW7EVo~.html?lid=CGTG7hNAtR.search.100&securityId=hzK6cIFmmZX5e-m1CiGD6JmydYjGRiwP5-SlOmK8n0hvhAuUTEJzFLMLIiThYoxjEjLQ4VC4HhV003TfkuQ93FwaiDT1Xp5dI5F2zbZXybNPsigRUQ~~&sessionId=,50,70,60,10年以上,本科,杭州,5
技术总监,杭州·余杭区·勾庄,20-30K,"10年以上, 大专","CTO, 架构师, Java, SQL, 分布式技术, 服务器配置, 消息队列, 后端开发",风云,年终奖，五险，节日福利,https://www.zhipin.com/job_detail/308fec1517d9b31c3nZ_2dq_FlM~.html?lid=CGTG7hNAtR.search.101&securityId=2Pj6YwuSiWIoC-N1RxV6FCTFiG-mCjn8CLhVPbs4TqWilyvYeipns7M3-s-6w5viZ1rYFUTl_Jq-mEXO7aC74xbkZzRSPL1qnWi3qcZKMcGvDRZs&sessionId=,20,30,25,10年以上,大专,杭州,3
技术经理,杭州·萧山区·北干,15-20K,"10年以上, 本科","架构师, CSS, 分布式技术, 数据结构, 前端开发, 大数据, Hadoop",彩商科技,,https://www.zhipin.com/job_detail/ac94115f6d4c8c0a1nR42Nm4FVVX.html?lid=CGTG7hNAtR.search.102&securityId=7AC2bY_VkedoC-x1m1c3Z1IwHGSGKNv0svrI2gp2_MHcMt6WZJDmdbG8qasoPwLQQPpy5o6ViU8q3ZfoPe9pI1wdl29jYMLexbirTw4unc29zFBr&sessionId=,15,20,17.5,10年以上,本科,杭州,1
技术经理,杭州·萧山区·北干,20-25K,"3-5年, 本科","架构师, PHP, 服务器配置, 网络协议, Socket技术",贝康,股票期权，五险，年终奖，带薪年假，节日福利,https://www.zhipin.com/job_detail/081276f6d80561d30HV50tm-EVA~.html?lid=CGTG7hNAtR.search.103&securityId=dlh791r0naLc9-x1IVlcaW_NTKFzW3A1yw4-4SHbHkWK8z_TMj7oXiHc3SItcn4_eaKKq9YJb-ooahgot4YPynqr3sHCs4GzOSLg4imRpTKZKnTl&sessionId=,20,25,22.5,3-5年,本科,杭州,5
技术经理,杭州·余杭区·五常,35-40K,"5-10年, 本科","架构师, Python",杭州皓日互联网有...,补充医疗保险，员工旅游，零食下午茶，五险一金，定期体检，股票期权，年终奖，带薪年假,https://www.zhipin.com/job_detail/57da70f25e15ed231nF63d68EFRQ.html?lid=CGTG7hNAtR.search.104&securityId=FyuD10YIbbM8h-f1jxUAqZMsTr49LNwK6RjTyITxPEGBwmHa2rMNvZQhNIryXGnC9eMLhf_TS8TGmBkhc-dz6PSrT-t5_Yr2y-yFcyC_Z0s2L4lTcUlz&sessionId=,35,40,37.5,5-10年,本科,杭州,8
技术总监,杭州·余杭区·五常,20-40K·13薪,"10年以上, 本科","架构师, CTO, 机器人, 人工智能, 物联网, C#",安森,交通补助，加班补助，节日福利，员工旅游，年终奖，股票期权，通讯补贴，五险一金，全勤奖，餐补，定期体检,https://www.zhipin.com/job_detail/eed1961e805c4b7e3nZ_2N-_EFo~.html?lid=CGTG7hNAtR.search.105&securityId=S0X6Giz8p9vmT-w11M5ppUpreRNPQzC9BJWcMd7J2evvDJIiGxOSC93sTXiRHZ6jk1FbGwKPtue8T_ousvnmZ1ZXs4rrBA4B9Xv8sEqielm0fc6SYA~~&sessionId=,20,40,30,10年以上,本科,杭州,11
技术经理,杭州·拱墅区·万达广场,16-28K,"3-5年, 本科","SQL, SVN, GIT, 高级软件工程师, 架构师, SpringBoot, SpringCloud, MySQL",物源科技,员工旅游，带薪年假，五险一金，餐补，股票期权，节日福利，年终奖，零食下午茶，定期体检,https://www.zhipin.com/job_detail/5312c08bcbd585c11nx409-_FFtW.html?lid=CGTG7hNAtR.search.106&securityId=ZFJ6mnLutpsNT-i1e7oABGE3iof3T5ljX8Z482hi-74gRIdlsAnnuViS_5w_MSMUujAgNrNANRAW9tUdTLPyDWj7h3dx8UtzLRh2KQNFCk-l_2gr1Q~~&sessionId=,16,28,22,3-5年,本科,杭州,9
技术总监,杭州·拱墅区·城西银泰城,30-60K,"5-10年, 本科","Java, 全栈开发, 系统架构, 技术管理, 微服务架构, 小程序开发, 客户端开发, 后端开发",桑麻科技,节日福利，带薪年假，年终奖，餐补，定期体检，五险一金，股票期权，补充医疗保险,https://www.zhipin.com/job_detail/81b440cedcb15d451nB52t68.html?lid=CGTG7hNAtR.search.107&securityId=tJZsqPsT552DV-Q1w1c2j8daGKajToQ1KeDfXvVwKRyg0GmlNN9moKSC6AeeJvCC0NPndPnVSVlI90krXA435JbUeRlqAASFVAMGSJuTejY~&sessionId=,30,60,45,5-10年,本科,杭州,8
技术经理,杭州·拱墅区·半山,10-15K,"5-10年, 本科",环保水处理工程师,泽灿环境,带薪年假，年终奖，绩效奖金，五险一金，员工旅游，工龄奖,https://www.zhipin.com/job_detail/ca84f7adedc6d8e91XZ60tW4EFdT.html?lid=CGTG7hNAtR.search.108&securityId=3vVU1UDM0WaDc-t1b6WnnzlEUFvmJryT22QcsL_icMiWlwTy0Y144da_u1V1uRr0ZO2jpzhFanF4AXKTZPsfH4UB5fJWuslmGlw9AHKKNv1rqYdMzXI~&sessionId=,10,15,12.5,5-10年,本科,杭州,6
技术经理,杭州·余杭区·仓前,18-22K,"3-5年, 本科","系统架构, 技术管理",浙江律讯,,https://www.zhipin.com/job_detail/9bb7688749ef766d1nB43tS9ElY~.html?lid=CGTG7hNAtR.search.109&securityId=0y1wdbKRn3hnJ-H1p9JFPzTfnqrvu8g6sVTo8F8-25aMz1GkTxPeN9boNlHkH1l2BXB-U3jSgQjcwP5O71M36gDKKJLttEZBe0GkyodZPFiEHQ~~&sessionId=,18,22,20,3-5年,本科,杭州,1
技术经理,杭州·西湖区·文三路,20-25K,"3-5年, 本科","Java, 微服务架构, 搜索引擎技术, 服务器配置, 消息队列, 全栈开发, SpringCloud",整裕区块链,定期体检，股票期权，加班补助，员工旅游，带薪年假，零食下午茶，节日福利，五险一金,https://www.zhipin.com/job_detail/0d2ae47602ef0e621XRz3tS-FFJR.html?lid=CGTG7hNAtR.search.110&securityId=L7m24LIU9dR7c-m1fYCWY3XpMzV9jhj2A3HNi-5hvN9ciI8M4V0tClVyrBGlDnhFzq-YHIiVBc_BGfS_iLgMsx4MJzOOxb4ZzKzXhm4pJF8YOhtOjw~~&sessionId=,20,25,22.5,3-5年,本科,杭州,8
技术经理,杭州·滨江区·长河,12-18K·13薪,"5-10年, 本科","分布式技术, 嵌入式技术, ARM开发, 单片机开发, 嵌入式软件开发, 嵌入式硬件开发, C语言, C#",鼎浩电气,通讯补贴，绩效奖金，团建聚餐，带薪年假，节日福利，五险一金，加班补助，夜班补助，年终奖,https://www.zhipin.com/job_detail/f1bacf686a5383b41XB50tm1F1BV.html?lid=CGTG7hNAtR.search.111&securityId=2X9m7WUBUx05Z-_1d0Ycblfufy_60bczHeGBVkLnKmHB65RRRbsITnz3M1WtJwRwgZoG2EkUfre3mnFW51-jYyhoCEyjBaxhudJQOmmJJJOXQsKouA~~&sessionId=,12,18,15,5-10年,本科,杭州,9
技术经理,杭州·淳安县·明珠花园,4-5K,"经验不限, 高中",游戏,部落酷玩,,https://www.zhipin.com/job_detail/2d165d29d2d142c93nJ70929FVA~.html?lid=CGTG7hNAtR.search.112&securityId=C3eQ4NXv053rL-C1QJG0r-9em534P3NEWKnOc-buhMT_g68Cc_vXgojdtGWiU357d97EYHjYS3rjyftvngZgdRzZ7GXJ7fCk72u_68DZVNOUYvuGSDo~&sessionId=,4,5,4.5,经验不限,高中,杭州,1
技术经理,杭州·滨江区·长河,10-11K,"1-3年, 本科",驱动开发,乐钒科技,,https://www.zhipin.com/job_detail/9d5ac091cdd377471XN63dS4EVBY.html?lid=CGTG7hNAtR.search.113&securityId=dZSwbFNEfEXIE-E1vpo7TyaKcLK3O5_r81fU61YqUnLDbkfiAZeC5bvgrs8E0VUhbgzo-hmCxbcUKg5pItIMngy-rzaeZdqS0xjuhUXFKmWy50ppWyE~&sessionId=,10,11,10.5,1-3年,本科,杭州,1
技术经理,杭州,5-6K,"3-5年, 本科",高级技术管理,杭州良益农业,带薪年假，包吃，股票期权，餐补，全勤奖，通讯补贴，节日福利，年终奖，住房补贴,https://www.zhipin.com/job_detail/baf7628a832788b81Xd73d21GVY~.html?lid=CGTG7hNAtR.search.114&securityId=s15PjQvTKHgMy-L1My29lbWKcoOHxrmA1U2JY1nfwrpuX-1bQEazGTfp7GumNikvcJdun8sxwYkeayQATJfwf_HnXQjVbSuiHgprbVV0jVdi4bQ~&sessionId=,5,6,5.5,3-5年,本科,杭州,9
技术经理,杭州·滨江区·长河,18-30K,"5-10年, 本科","Java, SQL, Shell, 微服务架构, 负载均衡技术, Socket技术, 多进程, 消息队列",吉利控股集团,免费班车，年终奖，股票期权，零食下午茶，节日福利，带薪年假，包吃，加班补助，员工旅游，定期体检，住房补贴，通讯补贴，交通补助，五险一金，餐补，补充医疗保险,https://www.zhipin.com/job_detail/f756aabd70fc1b5f1XV52t67GFVV.html?lid=CGTG7hNAtR.search.115&securityId=-O2Sl7HeW5oNj-N1sTixW3usgxIEysiGxJ6hyoxN0qg-MPkVhX2EMdoxmtCJwXEE_l4K1mPSUGzGmdCtNYm6QQMG7dOZyN_F5koivSozxvgrbOE~&sessionId=,18,30,24,5-10年,本科,杭州,16
技术经理,杭州·滨江区·西兴,15-20K,"5-10年, 本科","系统架构, 运维管理, 技术管理",创得信息,五险一金，年终奖，生日福利，带薪年假，员工旅游，节日福利，定期体检,https://www.zhipin.com/job_detail/5055c691460439701nB52929E1Q~.html?lid=CGTG7hNAtR.search.116&securityId=xW59JOCH_SSdW-F1xdso2y5KjP1fHTHrYCQBtyv5ZRqdTFE9_Gno05CcfpYEgjxY3cgjsT4Uj_7OS3oSosr03AFFWZDEKUk_r1lRxK8tMHPrAdg~&sessionId=,15,20,17.5,5-10年,本科,杭州,7
技术经理,杭州·桐庐县·凤川,10-11K,"经验不限, 本科","PCB工艺, 测试仪器",湖人,,https://www.zhipin.com/job_detail/76edd548681b317a0nF829q0GFo~.html?lid=CGTG7hNAtR.search.117&securityId=E9q8S0riO4VLF-R1-JjfNTJUwLfyEB-r6-NzJuxVIZaSjnv9grMmlBH12gru1pdYvGJQfmmsj7uak7SO3mu4V6U3tVibE1Q-IKMN1EXALP87LoX9&sessionId=,10,11,10.5,经验不限,本科,杭州,1
技术经理,杭州·西湖区·古荡,10-20K,"3-5年, 本科","系统架构, 高级技术管理, 测试管理",泊享网络,,https://www.zhipin.com/job_detail/385a0da10af6e8e50Xd42t65GA~~.html?lid=CGTG7hNAtR.search.118&securityId=eikMeJXGq4sOT-z1_WzOL5uKoK9kMmYlicFdnHueQ9Q_56E52YY_yrll3J8ZljyAbpAq23T_bBC3iju5ekd8QgSMyzimEdEWP2c_5rcQb3w~&sessionId=,10,20,15,3-5年,本科,杭州,1
技术经理,杭州·萧山区·萧山高教园,10-15K,"3-5年, 本科",非标产品研发,君辰机器人,节日福利，五险一金，年终奖，零食下午茶，股票期权,https://www.zhipin.com/job_detail/f1151e6e40106d4b1nZy39W8F1FS.html?lid=CGTG7hNAtR.search.119&securityId=Dn4C1qjHb4hvE-F1F3Wz1aJmOq8xpxfKOtBu7Tr5M7bcM-h1P808F1lWP4ySZgfEe0OHqb8CKgxgOzU7JAll2Sdv12xr6e5_LfjdBXRdyUafi2-RiQ~~&sessionId=,10,15,12.5,3-5年,本科,杭州,5
技术经理,杭州·临平区·临平,25-30K,"经验不限, 本科","Java, SpringBoot, SpringCloud, Spring, 数据结构, 消息队列, 分布式技术, 团队考核",森帛电商,定期体检，节日福利，年终奖，带薪年假，五险一金，零食下午茶，带薪事假,https://www.zhipin.com/job_detail/29c2eae69fe72a471XVy3N-5EVRS.html?lid=CGTG7hNAtR.search.120&securityId=NS_kQvxkWVhpC-X1ICcf5icJp40MbksH9AGz99e_FeWnWmJlEIKbHeCITErf1TyKEO6WMdag-MFsVBfbRwq1l6pocpbWrMa5XD9cWGgEIkOYwFuaO2s~&sessionId=,25,30,27.5,经验不限,本科,杭州,7
技术经理（php）,杭州,23-35K,"5-10年, 本科","NoSQL, ThinkPHP, Laravel, 架构师, php",杭州哇哦哇哦,年终奖，五险一金，定期体检，带薪年假，节日福利，孝顺基金,https://www.zhipin.com/job_detail/09d5983013c342431n1939q6FFFZ.html?lid=CETphUV6IY.search.151&securityId=52bX26M9uWoC6-R1EhCej6MMjIf2s4yWepMY1JJ4lN6do92OvFc9bo-qZ6FLrWCH6PdWtUAmkmIET85Fuwz-CpanDaWTdxYRvJq8kgkKJ0TVU-URKFE~&sessionId=,23,35,29,5-10年,本科,杭州,6
java技术经理,杭州·西湖区·黄龙,20-24K·13薪,"5-10年, 本科","后端工程师, 架构师, Spring, 计算机/软件工程相关经验, Java开发经验, 中大型项目架构设计经验",天阙,五险一金，年终奖，带薪年假，餐补，节日福利，电脑补贴,https://www.zhipin.com/job_detail/71bc20df638d796e1XN52d-4GFFX.html?lid=CETphUV6IY.search.152&securityId=SpQ0cl4D7U1WO-e1Eo9BTASqA0fL_52ysMHktiY1_yTDIA1kI0JPOwfZJbT_T3ivzQweXZFuAEa9gIQhCmx0OfQl9lG_catfAzB-J12i65b01UPyCw~~&sessionId=,20,24,22,5-10年,本科,杭州,6
技术总监,杭州·临平区·临平,20-30K·13薪,"5-10年, 本科","二维三维设计软件, 机械设计类",驰宏科技,生日福利，年终奖，工龄奖，团建聚餐，包吃，节日福利，带薪年假，节假日加班费，免费工装，员工旅游，五险一金,https://www.zhipin.com/job_detail/c1ea312d0e42df231XZy3t25GFpT.html?lid=CETphUV6IY.search.153&securityId=KWd9ymwZA5RDu-B1bw04GKtiC7xWkXeKMeTO6yTRzO80QhWlW_63AKfw5hL8AEL8rxhdsUS9E2zx3WmoObO_CrQzxm5cjdcxay6kNkKMmmJcnUqRag~~&sessionId=,20,30,25,5-10年,本科,杭州,11
技术总监,杭州·余杭区·仓前,40-55K,"10年以上, 本科","Java, C#, 微服务架构, SpringBoot, SpringCloud, 电子商务",清予,补充医疗保险，节日福利，零食下午茶，全勤奖，年终奖，员工旅游，加班补助，股票期权，五险一金,https://www.zhipin.com/job_detail/51f9450c66fed62a1XZz2t29FVpT.html?lid=CETphUV6IY.search.154&securityId=1c26E3-rbseki-V1kFv_uku6tI2lFyjF452JmTua8yzsX36j8Acjj63XOv32hOK_iiu9-IvIyT5Etr9Y6EbNNMmIpTWOpoMO-iDneMagQi1Ii5Y9sw~~&sessionId=,40,55,47.5,10年以上,本科,杭州,9
技术总监,杭州·富阳区·富春,20-30K·15薪,"5-10年, 本科","嵌入式软件开发, 嵌入式硬件开发",创睿新能源,,https://www.zhipin.com/job_detail/435dcf5c88b9316d1XV609y1FlBU.html?lid=CETphUV6IY.search.155&securityId=eaEFN5hsuYTp3-71BJeh7aE9UkAEPpxCTEqEd5_crMgWOjGYJQ-7X3sAM5f5Me9FrHjO1sLdEo-8Aj4NOMxVB9PReSz0YPMpz89UPzliWQZnRDHv_g~~&sessionId=,20,30,25,5-10年,本科,杭州,1
技术总监,杭州·余杭区·五常,8-13K·13薪,"3-5年, 大专",HCIE,数字盈泽,五险一金,https://www.zhipin.com/job_detail/be4f549e5e44ff8d1XBy3tq-F1NQ.html?lid=CETphUV6IY.search.156&securityId=pZwPBOznekTYl-11r5QqE7c34UY2pyWUF6tKU3DxZbeP4G6iGbmlUQ1NivjGvqP8-7fM8cc5aLGUJ9LpboP67TBzs5mfKxYRI_Y8ctQCPTr5AC47i3Y~&sessionId=,8,13,10.5,3-5年,大专,杭州,1
技术总监,杭州·余杭区·仓前,25-45K·13薪,"5-10年, 本科","Java, 微服务架构",厚米农业,朝九晚六，团建聚餐，生日礼包，弹性工作，外勤打卡，社保,https://www.zhipin.com/job_detail/df57b91fae4a761f1XF_0tW0FFZQ.html?lid=CETphUV6IY.search.157&securityId=jXhseDQif1VlO-B1fXgj6xrwPwnoITXqcmebP8Lp1PBArQdBdYViVNntITBDFAkB93RzfTj77lyt8ydq-H86Do5H7mYe1fo2Z24T-t9bOe-gi88dKds~&sessionId=,25,45,35,5-10年,本科,杭州,6
技术总监,杭州·萧山区·奥体中心,20-40K,"5-10年, 本科",Java,新闪科技,补充医疗保险，年终奖，加班补助，五险一金，带薪年假，员工旅游，节日福利，补充公积金,https://www.zhipin.com/job_detail/2c2f289ba4ac9c8e1XN_2tS4GFRR.html?lid=CETphUV6IY.search.158&securityId=sJg2yV18UnLpr-H1LxzcslmtBiiSUaoKQ-CkuqP0L0_wGRmi9K-Dkxl0WC8KaUDh2s_Z9alr8876cnVtny-0nxz_9aUo1dj2u3k7s3hfupQ4dYRgi8Y~&sessionId=,20,40,30,5-10年,本科,杭州,8
技术总监,杭州·西湖区·文三路,22-30K,"5-10年, 本科","系统架构, 高级技术管理, 测试管理",磁航丹青,,https://www.zhipin.com/job_detail/48688b64d88778d21Xx70tW7EFo~.html?lid=CETphUV6IY.search.159&securityId=7ySyGMwgh94j6-71_m1LNTfzWWy_nkaNOded9lGqn9jVC4XK7U4CleX8a7Qr8njd26pmrt7T9W-arqYIQvt6hBd7r2xteosNtY7_Aq-SqTuddc6_&sessionId=,22,30,26,5-10年,本科,杭州,1
技术总监,杭州·萧山区·宁围,15-25K,"3-5年, 大专",Javascript,昕杰控股,,https://www.zhipin.com/job_detail/9523dc9d31ef908b1XF829W1EVU~.html?lid=CETphUV6IY.search.160&securityId=gNWYw5J6KxWR4-41iO_mskspMm_4lGWALA35en27znXqEe46lBaQD4CUCcx6HLG6_oNyPiGAOBMu3FJ0OfJMf-hLv0pSfi4tW9ymW4YXM-DEVJ3Y&sessionId=,15,25,20,3-5年,大专,杭州,1
技术总监,杭州·西湖区·高新文教区,40-70K,"5-10年, 本科","Go, Node.js, 微服务架构, 容器技术, 全栈开发, 后端开发, 前端开发, 消息队列",链坊科技,带薪年假，股票期权，节日福利，零食下午茶，交通补助，五险一金,https://www.zhipin.com/job_detail/f727efffebf425de1XVy2tW9EFBR.html?lid=CETphUV6IY.search.161&securityId=U1srCpmyNhj2T-813bsjGDNwIOmSDJnmP-_EqLTGxj4HGo9WV5jtkNG1avsnTJ87QPEUrjWnnYbPB7aOAzxXePuL9ncm1eJvCgqhA6rDwgLnYIrvbVmG&sessionId=,40,70,55,5-10年,本科,杭州,6
技术总监,杭州·滨江区·西兴,20-40K,"3-5年, 本科","网络爬虫技术, 后端开发",品护科技,,https://www.zhipin.com/job_detail/16dba596c70090f71Xd43N64F1pR.html?lid=CETphUV6IY.search.162&securityId=qfvkhtzgoUExR-b16Kvf24AcNqJXf2xu9WcR2IDw0eW9mGWuCZByFAUWkShjsteC5zSw8ScJAzSvbouVvdW-aOu155vVny1hcfa0BTy2DbzDy2FROVo9&sessionId=,20,40,30,3-5年,本科,杭州,1
技术总监,杭州·西湖区·高新文教区,10-15K,"3-5年, 本科",高级技术管理,杭州峻偕科技有限公司,五险一金，节日福利，交通补助，生日福利，有无线网，餐补，双休，带薪年假，年终奖，全勤奖，员工旅游，通讯补贴，定期体检，高温补贴，股票期权,https://www.zhipin.com/job_detail/85ed19dadf70de561X1629m6GFs~.html?lid=CETphUV6IY.search.163&securityId=3jV9uyX6CqvRw-E1xTrXELUksJMW5PUGoZRgSmJhOP4cpi8GWd-8fgRcnnubMTa63hN6WJdiPjN9flxYReY_GPC9nbMjtaYTQAVTilMX0A81qrBk&sessionId=,10,15,12.5,3-5年,本科,杭州,15
技术总监,杭州·余杭区·仓前,20-35K,"10年以上, 本科","物联网, 智慧工地, 智慧城市, Java, SQL, 嵌入式软件开发, C#, TypeScript",蓝宸信息科技有限公司,节日福利，餐补，零食下午茶，夜班补助，高温补贴，团建聚餐，全勤奖，生日福利，底薪加提成，五险一金，定期体检,https://www.zhipin.com/job_detail/62d39de25b27f63c1XZ509y9EVdY.html?lid=CETphUV6IY.search.164&securityId=5NTh0gjG4Y8Ud-X1MV7G9EfJgxTmnX98v6QN4U2yXd_n-mZ8pZsYEYUTAYgmshl6RLOYM-thifJTVSn5Rei7RDd7lBq5JZQxuTLyIwZP_iwB5k83g1Q~&sessionId=,20,35,27.5,10年以上,本科,杭州,11
技术总监,杭州·拱墅区·万达广场,13-20K,"5-10年, 大专","微服务架构, 全栈开发, 嵌入式技术, MVC开发, 负载均衡技术, 搜索引擎技术, Java, 多进程",合太众诚,年终奖，带薪年假，全勤奖，节日福利，交通补助，五险一金，补充医疗保险，员工旅游，通讯补贴，股票期权,https://www.zhipin.com/job_detail/06d807ad743640241Xd609-4F1RZ.html?lid=CETphUV6IY.search.165&securityId=ckAOb0JN23T6l-t17tzksq00vrdRVa_mi60OZit8Vd3xarBinct8oPGuyJsICTdm4tTZFVHancn7eelF-F42uH8HEU-Au7RgFG4v3sRMiDsheMVgAn0~&sessionId=,13,20,16.5,5-10年,大专,杭州,10
技术总监,杭州·滨江区·长河,40-70K,"5-10年, 本科","Java, 微服务架构, 全栈开发",工保科技,股票期权，住房补贴，带薪年假，绩效奖金，定期体检，生日福利，节日福利，年终奖，团建聚餐，五险一金，加班补助，交通补助，高温补贴，餐补,https://www.zhipin.com/job_detail/99037045d4aeca611XJ839y6E1ZQ.html?lid=CETphUV6IY.search.166&securityId=TTODikxkYIPaT-X1HpV2aGJsQjb0AdLSR3wEezofuFQYPqBD2m01tGLoNh_JuhGbuT20pyAXqeo_1rHVFqffsN4fSbmJATac2OBc66CWLXUzZwHY8A~~&sessionId=,40,70,55,5-10年,本科,杭州,14
java技术经理,杭州·滨江区·西兴,20-25K,"5-10年, 本科","后端工程师, 架构师, Java, Java开发经验, 分布式系统开发经验, 团队管理经验",杭州领势,节日福利，有无线网，零食下午茶，带薪年假,https://www.zhipin.com/job_detail/c9fd697791ea56f01Xdz39m-EVNS.html?lid=CETphUV6IY.search.167&securityId=TPFAEt3ZSQpdl-S1lE3-O1pZGdlLZcJer_eUYd5WD5mRqm8v-T3Dc3znNKC6ffECjbvvTg0_Q4wSC0m_8i7dhUpUS4JSo5fi2BRXfu9VumGE78_D&sessionId=,20,25,22.5,5-10年,本科,杭州,4
技术经理,杭州·临平区·临平,12-24K,"3-5年, 大专","架构师, Java, PHP",新网商,餐补，五险一金，交通补助,https://www.zhipin.com/job_detail/d99d2959a7a2cc130HR70t-5FVA~.html?lid=CETphUV6IY.search.168&securityId=NAMKuEZXbLQ9O-B1rtYx2KGOlIYZ2J5p5Kp6TyY6zf_ZhldKlItekaNPewWmSkFLJLrMcmva9Z5jqLKJG9ZpIovgrNtDiBS2R2BmLIj-KWUqjef0&sessionId=,12,24,18,3-5年,大专,杭州,3
产品技术总监,杭州·西湖区·文二路,40-70K,"经验不限, 学历不限","电商, 团队管理",汇缘科技,餐补，节日福利，股票期权，五险一金，住房补贴，交通补助，带薪年假，员工旅游，定期体检，全勤奖，通讯补贴，加班补助，零食下午茶，年终奖,https://www.zhipin.com/job_detail/7814bfff2c051c7a1n1-0tW_EVtW.html?lid=CETphUV6IY.search.169&securityId=NnT5Q1oBeJAIi-N1SCquMTmrh1B4mhxX-hOZIIcpNJO6OlkUS0uZCz_hRTLyS2Avsr73WAIwdw-H7lSDlDYPYAnwTKTHjgnjxQ-SJOQRGKj6012t8X8~&sessionId=,40,70,55,经验不限,学历不限,杭州,14
汽修技术总监,杭州·滨江区·浦沿,9-12K,"10年以上, 高中",分布式技术,建龙汽修,五险一金，全勤奖，带薪年假,https://www.zhipin.com/job_detail/66a4680ee415b4351n1439m_E1dR.html?lid=CETphUV6IY.search.170&securityId=_SkcjnBGQeHsa-91_WWefeKuuL5RocTvyu5TWXm6v8X7gIy0fvOuEWya0ZlLKlQqNgpejKFEVX4gpRigywv8oMsIb5vbtSwOLfQttC9By3s-oyphxDE~&sessionId=,9,12,10.5,10年以上,高中,杭州,3
技术总监,杭州·富阳区·东洲,7-8K,"3-5年, 本科",激光,海容激光,宿舍有空调，住房补贴，股票期权，有无线网，年终奖，节日福利，团建聚餐，带薪年假，餐补，保底工资，全勤奖，工龄奖，通讯补贴，绩效奖金，意外险，企业年金，五险一金，高温补贴，免费工装，底薪加提成,https://www.zhipin.com/job_detail/d33c66646c6d27191XB93Nm-FFFR.html?lid=CETphUV6IY.search.171&securityId=t8cd98g8uvLWp-e1dr2w6hELJiG_SXugu3OXvQAzta2qxv3dMLvxE-AGPhEg8aQbALY-cY_2l63PPOkHBslRVXdsQTEZhmzv_p3hRrFxnkF_JR2keq3T&sessionId=,7,8,7.5,3-5年,本科,杭州,20
技术总监,杭州·余杭区·仓前,15-30K,"10年以上, 本科","遥感, 城市, 技术总监, 地理信息",中科数遥,年终奖，带薪年假，加班补助，节日福利，五险一金，住房补贴，餐补,https://www.zhipin.com/job_detail/636cb77c25cbb74b0HV82tu_EFM~.html?lid=CETphUV6IY.search.172&securityId=2KV5kuRH6pQgu-L1zdr7qE63RDm5vQ3nTB_3VrJVT_EvAlXEjKsImlV2KGTSWw6GkZhEdXP5tnlvnU0BN1tuTrYjG-NUaQQOm97eudRR8p2gkPOi&sessionId=,15,30,22.5,10年以上,本科,杭州,7
技术总监,杭州·余杭区·未来科技城,10-11K,"5-10年, 中专/中技",分布式技术,帝易,,https://www.zhipin.com/job_detail/fe9c57444e6f37f11nV53tu5FVtQ.html?lid=CETphUV6IY.search.173&securityId=_NDzZMWkzKATD-J1dp7bAfxNC0I3WVWz6FFPPZvM8Do0c_NfcwtwC_ZN_WD9kbmy58LrGGM7Xu3TPhnD-3RVwOGYo43tkh5P5FlIeOZRR_bA-H5ndcCZ&sessionId=,10,11,10.5,5-10年,中专/中技,杭州,1
技术总监,杭州,22-26K,"5-10年, 本科","GIS, 技术总监, 系统架构",浙江广晟,五险一金，餐补，加班补助，带薪年假，节日福利，定期体检，员工旅游，年终奖,https://www.zhipin.com/job_detail/62a52242430eda1d1Xx43NS8E1E~.html?lid=CETphUV6IY.search.174&securityId=9cqHolKqTLxOB-o1CnjV-DoDggmw-BuA9NOW-R_ImUNEbsMrPyxQJ-SMldN80lt9CNFaaouBqXvMdPMSFh-axfKRZ-f5t_HtNSGKF83SSglaSmU~&sessionId=,22,26,24,5-10年,本科,杭州,8
技术总监,杭州·余杭区·海创园,40-50K·15薪,"5-10年, 博士","数据结构, 嵌入式技术, 算法基础, 人工智能, 大数据, 物联网, 嵌入式硬件开发, 嵌入式软件开发",筑家易中国,零食下午茶，全勤奖，节日福利，带薪年假，股票期权，年终奖，房屋团购，五险一金,https://www.zhipin.com/job_detail/d28c43629c7a13f71nZ92tu4EVVU.html?lid=CETphUV6IY.search.175&securityId=9asFJCZWlnHnL-Z1iItVIC_pZVbigXgqyyfmXtEEgt5bfYuoDKMsjkAzzkFzsguoOijRAMdyQKpsQKkOd56IKyelo0YOAwVN_dqudsCubzFkj1X2&sessionId=,40,50,45,5-10年,博士,杭州,8
技术总监,杭州·余杭区·仓前,15-25K,"3-5年, 本科","系统架构, 运维管理, 高级技术管理",三通导师,,https://www.zhipin.com/job_detail/7caec4fcd56166820nJ83t66Eg~~.html?lid=CETphUV6IY.search.176&securityId=9esfjFQZ2LhkS-R1X4o9O5EWIUVR2BAY10DGeJDMyUGnCfGJjg5b4a9loOvPC8_P8w-0cEf2giDR6iCWMYNbX4TemGlzMuQAAHblO7yx8xUMVvwD&sessionId=,15,25,20,3-5年,本科,杭州,1
